"h_angle","c_value","size"
1,16,25
2,16,25
3,16,25
4,16,25
5,16,25
6,16,25
7,16,25
8,16,25
9,16,25
10,16,25
11,16,25
12,16,25
13,16,25
14,16,25
15,16,25
16,16,25
17,16,25
18,16,25
19,16,25
20,16,22.5
21,16,22.5
22,16,22.5
23,16,22.5
24,16,22.5
25,16,22.5
26,16,25
27,16,25
28,16,25
29,16,25
30,16,25
31,16,25
32,16,25
33,16,25
34,16,25
35,16,25
36,16,25
37,16,25
38,16,25
39,16,25
40,16,25
41,16,25
42,16,25
43,16,25
44,16,22.5
45,16,22.5
46,16,22.5
47,16,22.5
48,16,22.5
49,16,22.5
50,16,22.5
51,16,22.5
52,16,22.5
53,16,22.5
54,16,22.5
55,16,22.5
56,16,22.5
57,16,22.5
58,16,22.5
59,16,25
